animeid,title,genres
29223,Aldnoah.Zero Extra Archives,"Action, Sci-Fi, Mecha"
29231,Fushigiboshi no☆Futagohime Gyu! Recap,"Comedy, Magic, Shoujo"
29233,Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,"Adventure, Martial Arts, Comedy, Super Power, Sci-Fi"
29235,Ninja Hattori-kun Plus Perman: Chounouryoku Wars,"Adventure, Martial Arts, Super Power"
29247,Kiki to Lala no Habatake! Pegasus,"Kids, Magic"
29249,Kiki to Lala no Mamatte Suteki!,"Kids, Magic"
29255,Ghost in the Shell Arise Episode: [.jp],Action
29267,Hangyodon no Parallel Daisakusen: Kyouryuu Oukoku wa Oosawagi,"Kids, Sci-Fi"
29269,Hangyodon no Parallel Daisakusen: Mirai Sekai wa Oosawagi,"Kids, Sci-Fi"
29271,Hangyodon no 007/2: Doctor Sunday Arawaru no Maki,"Kids, Parody"
29273,Hangyodon no Parallel Daisakusen: Hana no Oedo wa Oosawagi,"Kids, Historical"
29275,Ooedo Torimonochou: Nezumi Kozou,"Kids, Historical, Mystery"
29283,Uchuu Kaizoku Mito no Daibouken Pilot,"Comedy, Sci-Fi"
29291,Behind a Smile,"Action, Demons, Music"
29293,Isu,Dementia
29301,Kurage no Shokudou,"Slice of Life, Drama"
29311,Shousei Shikisai Gensou,Music
29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,"Harem, Comedy, Romance, Ecchi"
29323,"Oyaji no, Imo no Kamisama.",Slice of Life
29325,Ghost in the Shell: Arise - Alternative Architecture,"Mecha, Police, Psychological, Sci-Fi"
29347,20-dai no Heya-hen,Slice of Life
29349,Doron Coron,"Kids, Slice of Life"
29351,Beanuts,"Comedy, Kids"
29353,Kimi wa Tomodachi,"Adventure, Fantasy, Music"
29355,Grasshopper Monogatari,"Kids, Music"
29357,Eien,"Drama, Fantasy, Music"
29359,Bazar dé Gozarre,Comedy
29361,Kareshi wa Hammerhead Shark,"Slice of Life, Comedy, Kids"
29363,Watashi no Ashinaga Ojisan Specials,"Comedy, Romance, School, Shoujo, Slice of Life"
29365,"Mirai e no Niji: Boku no Ojisan wa, Hansen-byou","Drama, Kids"
29367,Jam the Housnail,"Adventure, Kids"
29369,Tick & Tack,"Kids, Fantasy"
29371,Naccio to Pomm,"Kids, Adventure, Sci-Fi"
29373,Bip to Bap,"Kids, Adventure"
29375,Robot Pulta,"Adventure, Comedy, Kids, Mecha"
29377,Pulsar,"Dementia, Music"
29379,Form of Stress,Mecha
29381,Kai Douryoku,"Dementia, Sci-Fi"
29383,Kai Douryoku Real,"Dementia, Sci-Fi"
29385,Chii-chan to Hige Ojisan,"Slice of Life, Kids"
29387,Momonga-mon,"Adventure, Kids"
29389,Shiro Hon,"Adventure, Kids"
29391,Pinky Wakuwaku Tabi Stroll,Slice of Life
29393,Pinky Monkey no Umareta Hi,Adventure
29395,Fafa Movie,Slice of Life
29397,Pinky Monkey x FaFa Collaboration Animation: At Afternoon of Sunny Day,Slice of Life
29399,Ousama Monogatari,"Adventure, Kids"
29401,Shiritori Oukoku,Kids
29403,Oni Keibu Anpan,"Kids, Police"
29409,Juu-nin no Chiisa na Indian,"Music, Kids"
29411,12-gatsu no Uta,"Music, Kids"
29413,Dog Days Recap,"Action, Adventure, Fantasy, Magic"
29419,Pokemon XY: New Year&#039;s Eve 2014 Super Mega Special,"Action, Adventure, Comedy, Fantasy, Kids"
29421,Liv & Bell,"Adventure, Kids"
29423,En En Nikoli,"Adventure, Kids, Music"
29425,Teach,"Adventure, Music, Kids"
29427,Mori no Ratio,"Adventure, Kids, Fantasy"
29429,Straw Byururu,"Adventure, Kids, Magic, Fantasy"
29431,Eddie the Fast Break,"Sports, Kids"
29433,Ken to Kaijuu,"Kids, Magic, Fantasy"
29435,Ongaku Sekai Ryokou,"Music, Kids"
29437,Detective Conan: Happy New Year Special,"Action, Police, Comedy, Mystery, Shounen"
29445,Gakkyuu Ou Yamazaki Specials,Comedy
29451,Hoshi Uranai Kirakira,"Music, Kids"
29453,Kenka no Ato wa,"Music, Kids, Romance"
29455,Cabbage UFO,"Music, Kids"
29457,Tenrankai de Atta Onnanoko,"Kids, Music"
29459,Pata Pata Mama,"Music, Kids"
29467,Bubaga,"Kids, Adventure"
29469,Daisuki! Nendomama,"Kids, Slice of Life, Fantasy"
29471,Saikin Ponta,"Kids, Slice of Life"
29473,Toko-chan Chokkin,"Kids, Slice of Life, Adventure, Historical"
29475,Straw-saurus Neo,"Adventure, Fantasy, Kids, Sci-Fi"
29477,Rescue YoYo,"Kids, Mecha"
29479,Tsunagaru Animal,Kids
29481,Kakinoki Mokkii,"Fantasy, Kids"
29483,Rainbow no Anime Bako,Kids
29485,Talpy,"Kids, Fantasy"
29487,Paniponi,"Slice of Life, Kids"
29489,Karasu no Puuta,Kids
29491,Kappa no Suribachi,"Kids, Fantasy"
29493,Kyouryou Pikora,"Kids, Adventure"
29495,Nanja Monja Obake,"Kids, Horror"
29497,Go! Go! Veggie-tan,"Sci-Fi, Space, Kids"
29499,Hasu no Yousei: Bonyo Bonyo,"Kids, Fantasy"
29501,The Night Game: Neko no Sakusen,"Kids, Sports"
29503,Gararin to Gororin,"Music, Kids"
29505,Suna Asobi,"Adventure, Music, Kids"
29507,Hamster Sam,"Kids, Music"
29511,Ongaku Shoujo,"Slice of Life, Music"
29513,Aki no Kanade,"Slice of Life, Music, School"
29515,Happy ComeCome,"Slice of Life, Comedy, Sci-Fi"
29517,Kumi to Tulip,"Kids, Sci-Fi"
29527,Kagee Mukashibanashi,"Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Samurai, Supernatural"
29529,Kagee Aesop Monogatari,"Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Supernatural"
29535,Hello Kitty no Hajimete no Christmas Cake,Kids
29537,Hello Kitty no Okaze wo Hiita Santa-san,"Kids, Fantasy"
29539,Hello Kitty no Minna no Tanoshii Natsuyasumi,"Kids, Fantasy"
29541,Hello Kitty no Santa-san ga Futari Ita,"Fantasy, Music"
29543,Kitty to Daniel no Suteki na Christmas,Kids
29545,Santa Claus Tsukamaeta!,"Kids, Fantasy"
29547,Sanrio Christmas Fantasia,"Kids, Magic, Fantasy"
29549,Kitty to Daniel no Odoru Santa-san no Himitsu,"Kids, Fantasy"
29551,Kanimanji Engi,Fantasy
29555,Kinken Chochiku Shiobara Tasuke,Historical
29557,Mikuni no Tame Ni,"Historical, Military"
29559,San-biki no Koguma-san,Kids
29583,Kuroko no Basket: Oshaberi Demo Shimasen ka,"Comedy, Sports, School, Shounen"
29585,Chikotan,"Music, Psychological"
29587,Home My Home,"Music, Kids"
29589,Denpa Kyoushi (TV),"Comedy, Romance, School, Shounen"
29597,Hana,Comedy
29603,Kurokan,Sports
29605,Double Hard,"Action, Martial Arts"
29609,Chinka,Action
29611,Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!,"Kids, Adventure, Comedy, Super Power"
29613,Perman: Birdman ga Yatte Kita!!,"Kids, Adventure, Comedy, Super Power"
29615,Oh Yoko!,"Romance, Dementia, Music"
29617,Good-by Elvis and USA,"Dementia, Music"
29619,Good-by Marilyn,"Dementia, Music"
29623,Jiaoao de Jiangjun,Drama
29633,Kiseki,"Music, Dementia"
29635,Otoko to Onna to Inu,"Comedy, Romance"
29637,Samurai,"Drama, Romance"
29643,6HP (Six Hearts Princess),Magic
29645,Jikan,Dementia
29647,Sensuikan Cassiopeia,Dementia
29649,Tsuiseki,Dementia
29651,Ikedaya Soudou,"Samurai, Historical, Drama"
29653,Futari Zamurai Homare no Kawakiri,"Samurai, Historical, Drama"
29657,Stone,Dementia
29661,Karma,Dementia
29665,Genei Toshi,Dementia
29667,Toumei Ningen,Dementia
29669,Ten,Dementia
29671,Hyoutan,Psychological
29673,Shin Tenchi Souzou,Comedy
29675,Sarasoujuu no Hana no Iro,Drama
29677,Kage,"Drama, Historical"
29679,Ki Renka,"Demons, Drama"
29681,Odoroki Ban,Dementia
29687,Duel Masters VSR,"Action, Adventure, Comedy, Shounen"
29697,Tennis no Ouji-sama: Message in a Bottle,"Comedy, Sports, School, Shounen"
29701,Ni-hiki no Sanma (1968),Comedy
29707,Yume no Ukiyo ni Saitemina,Music
29708,Üks Uks,Dementia
29709,Introspection,Dementia
29710,Believe in It,Dementia
29711,Countdown,Dementia
29712,Learn to Love,Dementia
29713,Don&#039;t You Wish You Were Here?,Dementia
29715,Nar Doma,Comedy
29716,Ginga Tetsudou 999: Shounen no Tabidachi to Wakare,"Adventure, Space, Drama, Sci-Fi"
29718,Kumo no Ito (Special),Drama
29719,Maze Maze Wien,Dementia
29722,"Eikoku Ikka, Nihon wo Taberu","Comedy, Slice of Life"
29727,Paradise,"Adventure, Psychological, Space"
29729,Peeping Life x IODATA: Quiz!! Input Output,Comedy
29731,Beppu x Peeping Life,"Slice of Life, Comedy"
29733,"Sayonara, Midori ga ike: Tobe! Tako Glider!!","Kids, Adventure"
29738,Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,Music
29739,Yatterman x Toshiba,Comedy
29740,Notteke Explet&#039;s,Kids
29741,Shitamachi Alien PapiPipiPupi,Sci-Fi
29742,Butazuka,Slice of Life
29743,Buonomo,Slice of Life
29744,Seishun Midnight Runners: Shiosai,Music
29745,Korokoro Animal,Kids
29746,Kaden Manzai John TV Show!,Comedy
29747,Warai no Show Gakkou,"Kids, Comedy"
29748,Kabushiki Kaisha Zoo,"Kids, Comedy"
29749,Convenience Store Senki Purin-tai,Comedy
29750,AAA de Ikou!!: Yuuna & Akiko,Comedy
29751,Yurumi to Shimeru,"Sci-Fi, Comedy"
29752,JU Chuuko Jidousha Hanbaishi x Peeping Life,"Slice of Life, Comedy"
29755,Haikyuu!! Movie 1: Owari to Hajimari,"Comedy, Sports, Drama, School, Shounen"
29756,Sinbad: Soratobu Hime to Himitsu no Shima,Adventure
29757,Mori no e,"Kids, Music"
29758,Taboo Tattoo,"Action, Comedy, Martial Arts, Mystery, Super Power, Supernatural"
29759,Korokoro Animal 2,Kids
29766,Playground,Dementia
29768,Fantastic Cell,Dementia
29770,Kikyuu,Music
29771,Recorder,"Dementia, Music"
29772,Calm,"Dementia, Music"
29777,Baka Baka Baka na Sekai,"Military, Comedy, Dementia"
29778,Himitsu Spark,Music
29780,Tokyo Fantasia,"Dementia, Music"
29782,Malay Oki Kaisen,"Historical, Military"
29785,Jitsu wa Watashi wa,"Comedy, Supernatural, Romance, Vampire, Fantasy, School, Shounen"
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,"Comedy, Ecchi, School"
29787,Gochuumon wa Usagi desu ka??,"Slice of Life, Comedy"
29791,Are wa Dare?,Kids
29792,Chiisana Itsutsu no Ohanashi,Kids
29793,Chikara Bashi,Kids
29795,Onigakure Yama no Soba no Hana,"Kids, Demons, Historical"
29796,Oshizuka ni,Kids
29797,Risu no Panache,Kids
29798,Sakura Yori Ai wo Nosete,Kids
29799,Tabi wa Michizure Yo wa Nasake,Kids
29800,Urameshi Denwa,"Comedy, Kids"
29801,The iDOLM@STER Million Live! 1st Anniversary PV,Drama
29803,Overlord,"Action, Game, Adventure, Supernatural, Magic, Fantasy"
29812,Yumemi Douji,Drama
29814,Ikiteirutte Subarashii!,Kids
29820,Channel 5.5 4th Season,"Parody, Comedy"
29821,Channel 5.5,"Parody, Comedy"
29822,Channel 5.5 2nd Season,"Parody, Comedy"
29823,Channel 5.5 3rd Season,"Parody, Comedy"
29825,Onnanoko tte.,"Slice of Life, Comedy, Shoujo"
29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,"Comedy, Drama, Slice of Life"
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,"Comedy, Drama, Slice of Life"
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,"Comedy, Drama, Slice of Life"
29832,Panpaka Pants Movie: Bananan Oukoku no Hihou,"Adventure, Kids"
29833,Mochi Mochi no Ki,Kids
29834,Moshidora Recap,"Drama, Sports"
29835,47 Todoufuken Specials,"Kids, Comedy, Romance"
29836,Akuei to Gacchinpo,"Kids, Comedy"
29837,"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice & Fiction","Police, Supernatural, Mystery"
29842,Akuei to Gacchinpo The Movie: Chelsea no Gyakushuu/Akuei to Mahou no Hammer,"Kids, Magic, Comedy"
29843,Akuei to Gacchinpo: Tenkomori,"Kids, Comedy"
29844,Nekoronde TV.,Comedy
29846,Omakase! Miracle Cat-dan,"Comedy, Kids, Super Power"
29850,AKB48 Stage Fighter,Action
29851,Nekoronde Mite ne.,Comedy
29853,Girls & Panzer Heartful Tank Disc: Fushou Akiyama Yukari no Sensha Kouza,"Military, School"
29854,Ushio to Tora (TV),"Action, Adventure, Comedy, Demons, Shounen, Supernatural"
29855,Meiji Tokyo Renka Movie: Yumihari no Serenade,"Harem, Romance, Fantasy, Shoujo"
29856,Tetopettenson,"Kids, Music"
29857,Fojiao Donghua: Dashi Zhi Pusa Nianfo Yuantong Zhang,Drama
29860,Channel 5.5 Prologue: Shin Bangumi Start!,Comedy
29861,Channel 5.5 3rd Season Prologue,Comedy
29862,Channel 5.5 4th Season Prologue,Comedy
29863,Anata wo Zutto Aishiteru,"Adventure, Kids, Fantasy"
29865,BAR Kiraware Yasai,Comedy
29867,Wasurerareta Ningyou,Kids
29868,Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,"Kids, Magic, Fantasy, Shoujo"
29870,Kagami,Romance
29871,Shinsei Kamattechan,"Music, Sci-Fi"
29876,Chu Feng: B.E.E,"Action, Sci-Fi, Comedy, Romance, Fantasy, Mecha, School"
29886,Bogeul Bogeul Bomulseon,"Adventure, Fantasy"
29888,Ooi! Hanimaru,"Kids, Music"
29889,Akuei to Gacchinpo Tenkomori: Maboroshi no Omake Episode,Comedy
29893,Aria The Avvenire,"Fantasy, Sci-Fi, Shounen, Slice of Life"
29895,Muku no Ki no Hanashi,Kids
29897,Beer Mukashi Mukashi,Historical
29898,Plus 50000-nen,Sci-Fi
29900,Nobara,Drama
29901,Sore Ike! Anpanman: Mija to Mahou no Lamp,"Comedy, Kids, Fantasy"
29902,A Play,Music
29904,Yellow,Psychological
29905,"Yasashii Fue, Tori, Ishi",Dementia
29906,Kakari,Psychological
29907,Fue,Dementia
29908,Kodomo no Kaitei no Koto,Psychological
29910,Qin Shi Ming Yue 3D: Dianying Longteng Wanli,"Action, Historical, Martial Arts, Fantasy"
29917,Uriko-hime to Amanojaku,Demons
29918,Go-hiki no Kozaru-tachi,Demons
29919,Fushigi na Taiko,Kids
29924,Goman-hiki,Kids
29925,Poron Guitar,Kids
29926,Inaka Nezumi to Machi Nezumi,Kids
29927,Kaguya-hime,"Kids, Historical"
29928,Jataka Monogatari: Kiniro no Shika,Kids
29929,Tsuru no Ongaeshi,Kids
29932,Yume,Dementia
29933,MTV Japan Station ID,Music
29935,Qin Shi Ming Yue: Kong Shan Niao Yu,"Action, Historical, Martial Arts, Fantasy"
29936,Qin Shi Ming Yue: Junlin Tianxia,"Action, Historical, Martial Arts, Fantasy"
29937,Qin Shi Ming Yue Zhi: Luosheng Tangxia,"Action, Historical, Martial Arts, Fantasy"
29941,Million Doll,Music
29943,Crazy for It,"Dementia, Music"
29944,Kuchao,Dementia
29946,Orchestra,Music
29947,Chibikuro Sambo no Tora Taiji,Kids
29948,Chibikuro Sambo to Futago no Otouto,Kids
29949,Nami,Dementia
29952,Kairaku no Sono,"Dementia, Music"
29953,Phantasm,"Dementia, Music"
29954,Embah,Dementia
29955,Insomniac,Music
29956,Swimming,Dementia
29957,Count Down,Dementia
29961,Feng Ji Yun Nu,"Action, Martial Arts"
29963,Marude Sekai,Music
29966,Katsuobushi Dayo Jinsei wa,"Kids, Music"
29970,Yell,Music
29971,Landmark,Dementia
29972,Hakuchuu Meikyuu,Dementia
29973,Aya Hito Shiki to Iu na no Ishi Hata,Dementia
29974,"Diabolik Lovers More,Blood","Harem, School, Shoujo, Vampire"
29975,Gunslinger Stratos,"Action, Sci-Fi"
29976,Dance with Devils,"Harem, Demons, Supernatural, Romance, Vampire, Shoujo"
29978,001,Comedy
29979,Petting a Dog,Slice of Life
29980,Adventures in Beauty Wonderland,"Adventure, Dementia"
29984,Crayon Angel,Dementia
29985,Kamen no Marionette-tachi,Dementia
29986,Women,Dementia
29987,Flicker Love No.1,Dementia
29988,Commercial War,Dementia
29989,Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,Dementia
29995,The Embryo Develops into a Fetus,Dementia
29998,Asobi ni Iku yo!: Asobi ni Oide - Owari,Comedy
29999,Aoki Uru: Overture,"Military, Sci-Fi"
30010,Frame Arms: A Violent Struggle,Mecha
30012,Tekusuke Monogatari,Historical
30013,Super Short Comics,"Comedy, Parody"
30014,Momokuri,"Comedy, Romance, Slice of Life"
30015,ReLIFE,"Slice of Life, Romance, School"
30016,Nanbaka,"Action, Comedy, Drama"
30018,Norakuro Nitouhei,Kids
30019,Norakuro Ittouhei,Kids
30024,SOS Kochira Chikyuu,"Drama, Kids"
30025,Otenki Boys,"Kids, Super Power"
30026,Ekubo Ouji,"Comedy, Kids"
30027,Meisaku World,"Adventure, Fantasy, Historical, Kids, Magic, Supernatural"
30028,Sekai Meisaku Douwa Series,"Adventure, Fantasy, Historical, Kids, Magic, Supernatural"
30029,Video Ehonkan Sekai Meisaku Douwa,"Adventure, Comedy, Fantasy, Historical, Kids, Magic, Sci-Fi, Space, Supernatural"
30030,Jewelpet Magical Change,"Comedy, Fantasy, Magic, Shoujo"
30034,Dolittle-sensei Monogatari,"Kids, Adventure"
30036,Tokai no Butchy,"Romance, Music"
30039,Future Card Buddyfight Hundred,Game
30042,Geori-eui Mubeopja,"Action, Martial Arts"
30045,Shin Saru Kani Gassen,Drama
30046,Hadashi Neko,"Adventure, Comedy"
30048,Kkurukkuruwa Chingudeul,"Kids, Slice of Life, Adventure, Comedy"
30049,Uli Chingu Kkachi,"School, Slice of Life"
30050,Cooking Papa Christmas Special,"Slice of Life, Comedy"
30051,McDull: Xiang Dang Dang Ban Wo Xin,Comedy
30052,McDull: Wo He Wo Mama,Comedy
30053,Bab Mook Ja,Slice of Life
30054,Uli Sai Jjang-Iya,School
30056,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,Comedy
30057,Mabeobsaui Adeul Koli,"Adventure, Comedy, Fantasy"
30058,Hong Ling Jin Xia,"Action, School"
30059,Saru Kani Gassen,Drama
30060,Chii Jiaan Chuaanqii,"Action, Adventure, Fantasy"
30061,Genki Bakuhatsu Ganbaruger: Hyakka,"Action, Mecha, Shounen"
30064,Hello Kitty to Miyou: Aesop Monogatari,"Fantasy, Kids"
30065,Osamishi Tani no Wakare Uta,"Music, Historical"
30066,L/R: Licensed by Royal Special,"Action, Adventure, Police, Mystery"
30070,Shiroi Zou (1981),"Action, Historical"
30071,Frypan Jiisan,"Kids, Adventure"
30072,Hito no Kita Tooku Nagai Michi,Historical
30073,Onaka no Ookina Ouji-sama,Music
30074,Symphonic Variations,Music
30075,Yuki no Hi no Tayori,Music
30076,Roba Chotto Suneta,Music
30077,Koro wa Yane no Ue,Music
30078,Beautiful Name,Kids
30079,Kirin no Otenki Mama-san,Fantasy
30080,Inishie no Megami to Houseki no Ite,Action
30081,Shiawase no Uta,"Kids, Historical, Music"
30082,Sonna Boku ga Suki,"Music, Kids"
30083,Warenai Tamago,"Music, Comedy, Kids"
30085,Watashi no Kamifuusen,"Music, Kids"
30086,Hanasaka Jiisan,"Comedy, Drama"
30088,Ryoutei no Aji,Slice of Life
30089,Zombie Clay Animation: Life of the Dead,"Comedy, Horror"
30090,Zombie Ehon,Comedy
30091,Chaos Dragon: Sekiryuu Seneki,"Action, Fantasy, Supernatural"
30092,Wakie Wakie,Music
30093,Ball yo Doko e Yuku,Comedy
30094,Majin Sentai Death Ranger: Ubawareta Pudding!,"Action, Comedy"
30095,Qi Cai Lao Fu Zi,"Action, Comedy, Seinen"
30096,Lao Fu Zi Shui Hu Chuan,"Comedy, Historical, Seinen"
30097,Shan T Lao Fu Zi,"Action, Comedy, Seinen"
30098,Lao Fu Zi Fan Dou Zhen Tan,"Comedy, Seinen"
30099,Lao Fu Zi Zhi Xiao Shui Hu Chuan Qi,"Comedy, Seinen"
30100,Black Bullet: Tenchuu＊Girls,Fantasy
30103,Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara,"Music, Magic, Fantasy, Shoujo"
30104,Seichou Rap,Music
30105,Fukashigi no Kazoekata,Kids
30106,Graphillion: Kazoeage Oneesan wo Sukue,Kids
30107,Manga Hajimete Monogatari OVA,"Adventure, Comedy, Historical"
30116,Yancharu Moncha,Kids
30117,Monpy,"Kids, Adventure"
30118,Futari wa Nakayoshi: Goo to Sue,"Kids, Slice of Life"
30119,Yowamushi Monsters,Kids
30120,Spoon-hime no Swing Kitchen,"Kids, Adventure"
30121,Fushigina Ano Ko wa Sutekina Kono Ko,"Kids, Adventure"
30122,Ultraman M78 Gekijou: Love and Peace,"Comedy, Kids, Parody, Sci-Fi, Space, Super Power"
30123,Akagami no Shirayuki-hime,"Fantasy, Romance, Drama, Shoujo"
30124,Bad Badtz-Maru no Ore wa Yuutousei,"Kids, Comedy"
30125,Bad Badtz-Maru no Otoko Dokyou no Omoiyari,Comedy
30127,Danchigai,"Comedy, Slice of Life"
30129,Konna Ko Iru kana,Kids
30131,Uwabaki Cook,Kids
30133,"Ima, Futari no Michi",Drama
30134,Hong Gil Dong 2084,"Action, Adventure"
30135,Topo Gigio no Botan Sensou,"Kids, Historical"
30137,Big Order,"Action, Super Power, Shounen"
30138,Rusuden Hour: Sodan Brothers,Comedy
30139,Manga Doushite Monogatari OVA,"Kids, Adventure, Comedy"
30140,Xing Mao Lixian Ji Zhi Shu Fa Pian,"Kids, Adventure"
30143,Bobobo-bo Bo-bobo Recap,"Action, Parody, Comedy, Sci-Fi, Shounen"
30144,Nyuru Nyuru!! Kakusen-kun 2nd Season,Comedy
30145,Harukanaru Toki no Naka de: Hachiyou Shou Recap,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo"
30148,Kamiusagi Rope Specials,"Comedy, Slice of Life"
30149,Kamiusagi Rope 2 Specials,"Comedy, Slice of Life"
30150,Kamiusagi Rope 3,"Comedy, Slice of Life"
30151,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,"Slice of Life, Comedy"
30152,au x Rope,"Slice of Life, Comedy"
30153,Takarakuji x Rope,"Comedy, Slice of Life"
30154,Kamiusagi Rope (ONA),"Slice of Life, Comedy"
30155,Hoshi no Kirby:  Taose!! Koukaku Majuu Ebizou,"Action, Adventure, Comedy, Fantasy"
30156,Ba La La Xiao Mo Xian Zhi: Meng Huan Xuan Lu,"Comedy, Magic, Shoujo"
30157,Joki Joki Tailor,"Music, Kids"
30158,Okore!! Nonkuro,Kids
30159,Super Taromu,"Mecha, Shounen"
30160,Oppai ga Ippai,"Music, Kids"
30161,Horoscope: Anata no Seiza,"Music, Kids"
30162,Hone Hone Rock,"Music, Kids"
30163,Fuki to Hiyoko,"Music, Kids"
30164,Chiisana Kinomi (1995),"Music, Kids"
30165,Yamaguchi Sanchi no Tsutomu-kun,"Music, Kids, Romance"
30166,Wangpai Yushi Di 0 Ji,"Comedy, Fantasy, School, Shounen, Supernatural"
30167,Kanashiki Mongoose,"Music, Kids"
30168,Miss Monochrome: Watashi dake no Monogatari,Music
30169,Yubikiri,Music
30173,Fruity Samurai,"Action, Comedy, Samurai, Historical"
30176,Kujira,Adventure
30177,Ninja Hattori-kun (2012) Special,"Kids, Comedy"
30178,Tiger & Bunny Recaps,"Action, Comedy, Super Power, Mystery"
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,Mystery
30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,"Action, Mystery, Supernatural"
30193,Eun-sil-i,Drama
30196,Tsubasa to Hotaru (2015),"Romance, School, Shoujo"
30198,Manga Naruhodo Monogatari OVA,"Kids, Adventure"
30199,Hakimono to Kasa no Monogatari,"Music, Kids"
30200,Piyo no Ongaeshi,Music
30201,Shiawase no Tokei,Music
30202,Bucket no Ana,Music
30204,Ryoukan-san,Historical
30205,Aoharu x Kikanjuu,"Action, Comedy, Sports, Shounen"
30206,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,"Comedy, Magic, Fantasy"
30207,Watashi wa Tofu Desu,"Kids, Music"
30208,Shiritori Mambo,"Kids, Music"
30209,Naze,"Kids, Music"
30210,Souiu Megane,Dementia
30211,Zenchuu Maite,Dementia
30212,Kono Mayonnaise wa Yuru Sugiru,Dementia
30213,Yume Utsutsu,Dementia
30214,A Smart Experiment,Dementia
30217,Neo Faust,Supernatural
30218,The iDOLM@STER Cinderella Girls: Special Program,"Comedy, Music"
30228,Chel-in sacheon-wang,"Action, Sci-Fi"
30230,Diamond no Ace: Second Season,"Comedy, Sports, School, Shounen"
30232,Tamagotchi! Tamatomo Daishuu GO,"Comedy, Fantasy, Kids"
30234,1989,"Space, Music"
30235,Kochira Tamago Outou Negaimasu,"Comedy, School"
30237,Hyakka Ryouran: Samurai After Specials,Ecchi
30240,Prison School,"Comedy, Ecchi, Romance, School, Seinen"
